Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
674,11078871,"Babak Jafari","2023-10-29 10:42:28",0.12608,1,babakjafari
675,10428686,sxxven,"2023-11-15 15:28:02",0.12610,5,sxxven
676,10976345,"Yuki Take93","2023-10-01 15:48:20",0.12610,2,yukitake93
677,5113165,"Yuto KOYAMA","2023-10-31 14:58:34",0.12611,5,seaxsky
678,10977357,"Latte is Horse 이라떼","2023-10-04 14:32:21",0.12614,25,sh2orc
679,10211742,RyuCYs,"2023-10-23 09:31:50",0.12615,1,ryucys
680,11083728,"Abhinav Omer","2023-11-02 19:42:54",0.12615,1,abhinavomer
681,10789245,"T. Yoshi","2023-10-16 04:58:51",0.12615,11,tyoshitomi
682,10839385,yishanq,"2023-10-23 02:47:23",0.12616,9,yishanq
683,11072746,Leonidasy,"2023-10-17 05:11:32",0.12616,1,leonidasy
684,11084836,Pcaspa,"2023-10-18 11:57:30",0.12618,1,pcaspa
685,11014524,Muxuuu,"2023-10-05 05:14:16",0.12619,10,muxuuu
686,11129990,沐__目,"2023-10-30 02:49:46",0.12619,9,mumu29
687,9000090,CharlottePHN,"2023-11-07 15:01:31",0.12621,6,charlottephn
688,11239892,Zwhy2025,"2023-11-16 15:30:22",0.12621,11,zwhy2025
689,11071473,"sai manikanta artham","2023-11-20 14:42:22",0.12621,22,"anibhg,saimanikantaartham,sathwiksamaleti"
690,11039544,"C4 Patino","2023-11-07 13:26:55",0.12623,8,c4patino
691,11064996,"Eric Douthirt","2023-11-22 22:02:42",0.12624,16,ericdouthirt
692,11137398,"Kevin Nguyen #6","2023-11-16 20:34:08",0.12624,6,nkevin2455
693,11137478,SaiPriyaBandla,"2023-11-20 22:39:59",0.12624,6,saipriyabandla
694,11106349,"Morn Lee","2023-10-30 06:37:21",0.12626,1,mornlee
695,10967205,comeona1,"2023-11-04 06:35:19",0.12626,9,comeona1
696,11134290,AnkanBiswas016,"2023-11-09 13:48:40",0.12627,31,ankanbiswas016
697,10831782,"Fikri Abdillah","2023-11-22 00:33:45",0.12629,8,fikriabdillah98
698,11193941,"Nikshith Shetty","2023-11-13 06:14:12",0.12632,2,nikshithshetty
699,11105452,"lu yangxv","2023-10-21 03:29:16",0.12632,1,luyangxv
700,10977966,TonyShe1610,"2023-09-30 08:20:25",0.12635,6,tonyshe1610
701,10607669,"Hazem BRAHIMI","2023-10-06 13:15:43",0.12635,12,hazembrahimi
702,11052871,Gabensstuff,"2023-10-25 18:08:32",0.12635,8,gabensstuff
703,11217481,AlexDolgikh,"2023-11-20 14:08:14",0.12635,8,alexdolgikh
704,11267460,"Muhammad Ali Rawjee","2023-11-22 07:33:42",0.12639,13,muhammadalirawjee
705,11067841,"sheng #3","2023-10-17 10:30:40",0.12639,16,shengchao09
706,11098155,"Justin Koo","2023-11-15 14:28:02",0.12640,14,jhtkoo0426
707,11093270,johnsontsai110511091,"2023-10-18 18:40:50",0.12644,1,johnsontsai110511091
708,11242573,"Michael Panighetti","2023-11-14 19:02:16",0.12645,2,michaelpanighetti
709,11115263,ZeshengGe,"2023-10-24 04:33:34",0.12649,10,zeshengge
710,11107087,tan90111926,"2023-10-21 13:57:12",0.12650,10,tan90111926
711,11135513,DayunSon,"2023-10-27 06:47:46",0.12652,2,dayunson
712,11145789,juheon1123,"2023-10-28 13:27:41",0.12652,2,juheon1123
713,11017390,dggszbt,"2023-10-05 16:31:58",0.12657,1,dggszbt
714,11252706,dyd123,"2023-11-19 14:51:46",0.12657,6,dyd123
715,11084857,"Cao zi yan","2023-10-24 08:50:36",0.12658,2,caoziyan
716,10959750,razorleaf101,"2023-10-07 19:28:30",0.12658,3,razorleaf101
717,11013989,"Jerin #2","2023-10-05 03:02:36",0.12660,3,jerinfrancis
718,10709245,"Tomáš Ondo","2023-11-05 16:00:12",0.12660,1,tomondo
719,9774219,rishirk36,"2023-11-01 12:52:53",0.12660,6,rishirk36
720,9814992,"Leah Sandman","2023-10-18 04:56:57",0.12662,30,leahsandman
721,11015421,"Sajib Ahamed007","2023-10-08 05:24:02",0.12662,2,sajibahamed007
722,10960115,Tunghn02,"2023-10-05 04:58:27",0.12663,10,tunghn02
723,10645355,NOTHINGUCANDO,"2023-11-10 02:54:21",0.12664,29,nothingucando
724,11273262,SprZh123,"2023-11-22 03:54:30",0.12665,7,sprzh123
725,11146137,kym1120,"2023-10-30 01:29:03",0.12668,13,kym1120
726,10960113,zhuyiyun_111,"2023-10-05 05:00:04",0.12669,11,zhuyiyun111
727,11203179,"Antoine Moniot","2023-11-07 15:08:27",0.12670,6,antoinemoniot
728,11203020,TomKitching1,"2023-11-07 16:44:29",0.12670,4,tomkitching1
729,10945163,"Yaoming Liu222","2023-10-04 11:14:14",0.12672,19,yaomingliu222
730,8549230,"Letii Martín","2023-10-05 22:42:50",0.12673,1,letiimartn
731,11140677,popkcal,"2023-10-27 11:49:57",0.12674,9,popkcal
732,11256696,Hayashi_Ren,"2023-11-17 05:49:13",0.12677,2,hayashiren
733,10864763,"Qingrong Yi","2023-10-31 04:58:00",0.12678,23,"mmmmmarchi,qingrongyi,zixuanzhu413"
734,11242613,"Xiao Lixing","2023-11-15 13:52:40",0.12681,3,xiaolixing
735,11109896,"Szymon Rolbiecki","2023-11-07 17:47:00",0.12683,10,robali
736,11105456,"wong tong","2023-11-06 03:34:39",0.12683,147,wongtong
737,10924444,usc20214490114,"2023-11-23 08:04:16",0.12684,29,usc20214490114
738,11217900,Jflora96,"2023-11-11 13:39:01",0.12684,13,jflora96
739,11137123,WendyPu,"2023-11-21 03:20:33",0.12686,14,wendypu
740,11090957,maeseok,"2023-10-18 14:00:00",0.12689,1,maeseok
741,11208087,Aika,"2023-11-12 08:30:54",0.12689,1,aikaoke
742,11113980,"Kang In Hyuk","2023-10-25 06:18:08",0.12690,11,kanginhyuk
743,11005395,"Jiri Hroza","2023-10-26 11:49:17",0.12691,28,xorionx
744,11195582,lizhiy,"2023-11-15 14:33:37",0.12692,6,lizhiy
745,11061196,MODABADA,"2023-10-13 07:31:45",0.12694,4,modabada
746,371205,fmartinez,"2023-10-17 15:09:36",0.12697,1,fmartinez
747,11202781,"Mathieu Preux","2023-11-13 15:44:41",0.12703,18,mathieupreux
748,11196778,ShanZhengjie,"2023-11-07 10:21:42",0.12705,2,shanzhengjie
749,9446128,"Lavado, N.","2023-11-24 20:33:46",0.12705,5,nlavado
750,11207247,Gatsu,"2023-11-19 16:03:31",0.12706,2,cebrailaksoy
751,10899212,arsentv,"2023-11-05 23:08:59",0.12712,23,ninaarsentieva
752,11238551,theWayIAm,"2023-11-18 16:04:37",0.12712,8,thewayiam
753,11157847,"Sai kiran chintalpelly","2023-11-20 17:37:48",0.12715,17,"harshavardhanainala,saikiranchintalpelly"
754,11089961,"[Deleted] f42559c2-6497-4c54-8077-d3338672ff95","2023-10-24 05:42:31",0.12717,5,del=3a3ae198050a2a36
755,11216744,"Roman Makushkin","2023-11-20 16:51:44",0.12718,5,romanmakushkin
756,11232134,"Ivan Chee Jia Jun","2023-11-13 08:10:16",0.12719,2,ivancheejiajun
757,11143517,"Tian Xie","2023-11-19 22:06:59",0.12721,2,itstianxie
758,11129083,PachecoPacheco-4,"2023-11-06 15:35:04",0.12721,5,pachecopacheco4
759,11057147,usc20214490109,"2023-11-23 06:24:29",0.12724,2,usc20214490109
760,10881950,"Matti Ventonen","2023-09-29 09:59:02",0.12725,1,mattiventonen
761,9814983,"Coleman Brewster","2023-10-19 23:11:05",0.12725,40,colemanbrewster
762,10930563,"Axel Johansson 02","2023-10-13 16:19:31",0.12726,13,axeljohansson02
763,11289104,"Panithan Uthaipan","2023-11-23 09:51:29",0.12726,1,panithanuthaipan
764,11280010,"Owen Sanzas","2023-11-25 16:16:47",0.12727,2,owensanzas
765,10960004,Muyiiiii,"2023-10-05 04:40:39",0.12727,16,muyiiiii
766,11052847,AllSidesChecker,"2023-11-11 13:33:14",0.12728,57,"franklinlitong,gpaover4,ivanayang,zhoudaolu"
767,11187758,"RAMPALLI NAVYA SREE","2023-11-05 06:08:46",0.12729,1,rampallinavyasree
768,11007690,"Milan Rudan","2023-10-20 01:01:48",0.12729,1,"aleksaradojicic,milanrudan"
769,11116599,"Mohammed Mohsen","2023-10-23 15:00:58",0.12730,1,mohammedmohsen0404
770,11246057,_Jinzzy_,"2023-11-17 03:11:16",0.12731,2,jinzzy
771,10973448,ItsAngelina,"2023-09-29 12:47:24",0.12735,2,itsangelina
772,11031934,"Siddharth Sunil Patil","2023-11-07 15:35:15",0.12735,2,siddharthsunilpatil
773,11132937,nakasho555,"2023-10-26 07:44:08",0.12737,1,nakasho555
774,11101068,Chiaki800,"2023-10-29 10:00:05",0.12737,3,chiaki800
775,10810870,greensociety_,"2023-11-19 10:11:59",0.12737,1,greensociety
776,10945185,"Omer Yassir","2023-09-30 22:53:07",0.12739,7,omerabdelmoneim
777,11045544,"Thanuli 206047B","2023-10-16 06:45:47",0.12739,9,thanuli206047b
778,10874358,ShengQiyu,"2023-10-25 04:49:08",0.12739,3,shengqiyu
779,11202508,"André Weißkopp","2023-11-13 15:54:52",0.12739,12,andrweikopp
780,11089899,zhangjinkai01,"2023-10-24 14:36:18",0.12741,5,zhangjinkai01
781,11124087,"chic yin","2023-10-25 04:52:15",0.12741,4,chicyin
782,11122240,"Xue Chengfeng","2023-10-25 04:44:33",0.12741,10,levibrain
783,11075467,"Vadim Belkovsky","2023-10-28 20:41:02",0.12741,1,vadimbelkovsky
784,11120319,tanaka-naoto,"2023-11-26 03:04:11",0.12742,32,tanakanaoto
785,10969019,"Kevin Hu #3","2023-10-11 01:01:04",0.12747,21,kevhhu
786,11124207,bonwookoo20180892,"2023-10-26 16:10:14",0.12747,3,bonwookoo20180892
787,9879322,"Sangkeun Park","2023-10-09 16:20:12",0.12748,1,sangkeunpark
788,3614703,DavidToi,"2023-11-10 01:41:24",0.12748,2,vantoi72110
789,11263129,参加简单居家彩票任务日赚1000起加群854301088,"2023-11-20 07:17:46",0.12749,11,uiborhrazn
790,11203096,robcarruthers,"2023-11-07 15:40:28",0.12750,4,robcarruthers
791,10869024,ByeongJunAn,"2023-10-29 12:12:21",0.12751,3,byeongjunan123
792,11120715,"Seheon Shim","2023-10-29 04:21:30",0.12751,5,seheonshim
793,10953443,"Esten Heggem","2023-10-31 12:42:35",0.12753,1,estenheggem
794,11145926,smile_one_tool,"2023-10-29 06:09:56",0.12755,2,smileonetool
795,11089724,vendet00,"2023-10-18 08:48:29",0.12757,1,vendet00
796,11218406,"Mike Miller","2023-11-09 19:25:21",0.12758,3,mtm4878
797,11289125,Methinee,"2023-11-23 09:53:21",0.12760,1,methinee222
798,11252308,dirtpile,"2023-11-16 06:16:21",0.12761,1,dirtpile
799,11140739,"Jeongmin Park","2023-10-29 10:04:21",0.12761,2,minnessism
800,11149237,ilikekth,"2023-10-29 18:50:35",0.12762,6,ilikekth
801,10993764,TimWu,"2023-10-01 13:38:03",0.12763,4,ncutim
802,11298638,"Unnati J. Bhalia","2023-11-25 09:49:23",0.12765,1,unnatijbhalia
803,11130489,"Will Kim","2023-10-31 12:47:18",0.12765,4,kturlte
804,11135176,Subeen523,"2023-10-29 17:42:36",0.12765,4,subeen523
805,11142249,GreenDino,"2023-10-29 19:29:51",0.12765,5,gr22ndino
806,11115217,"Ben Melcher","2023-10-24 10:54:59",0.12765,3,benmelcher
807,11120679,Seokwon_Han02,"2023-10-25 02:22:50",0.12765,2,seokwonhan02
808,11155247,"Jungyo Jung","2023-10-30 11:49:31",0.12765,3,jungyojung
809,11220732,"Rita Urbani","2023-11-10 15:22:50",0.12769,1,ritaurbani
810,11148228,"Nhan Vi","2023-11-21 09:26:40",0.12769,9,nhanvi
811,11216108,USC20210010807,"2023-11-13 02:32:43",0.12769,1,usc20210010807
812,11240421,sammanmwy,"2023-11-21 04:03:11",0.12772,18,sammanmwy
813,11202855,"Victor Lintermans","2023-11-13 15:37:42",0.12773,17,victorlintermans
814,11116964,"Hyeok Tae Kwon","2023-10-24 04:02:56",0.12774,2,hyeoktaekwon
815,11145905,"Seonghye Cho","2023-10-28 15:42:57",0.12774,7,seonghyecho
816,11127937,"Junwon Yang","2023-10-29 11:11:14",0.12775,6,junwonyang
817,10979996,xuefangcp,"2023-10-29 14:29:44",0.12775,1,xuefangcp
818,11051988,"Mehmet Emre TOKTAY","2023-11-20 18:24:48",0.12776,1,mehmetemretoktay
819,11016084," NIRMIBEN PATEL","2023-10-05 11:03:07",0.12776,2,nirmibenpatel
820,11127305,lizelong2129740114,"2023-10-25 05:32:11",0.12776,1,lizelong2129740114
821,11145162,"The tree","2023-10-29 15:01:51",0.12776,2,tree2409243074
822,11150691,"Avdeev G","2023-10-29 23:26:26",0.12776,2,avdeevg
823,10867800,nikshko,"2023-10-20 00:29:33",0.12777,1,nikshko
824,11246117,zzx_haha,"2023-11-15 05:58:57",0.12778,1,zzxhaha
825,11032258,"Shuhei Marubayashi","2023-10-19 06:15:26",0.12780,6,shuheimarubayashi
826,10827172,Helen_Glk,"2023-10-01 14:44:16",0.12781,4,helenglk
827,11095514,yangkewang,"2023-10-19 06:29:46",0.12781,1,yangkewang
828,10896481,"Ethan Cheung","2023-11-26 03:25:07",0.12781,29,ethanallan
829,8525619,"Jackson Chen #2","2023-11-13 05:51:48",0.12783,1,jackksoncsie
830,7684738,"Eric Liu365","2023-11-13 15:21:13",0.12783,9,ericliu365
831,8675102,tiejiankudan,"2023-10-18 08:52:41",0.12784,6,tiejiankudan
832,11227162,"Derya Umut Kulali","2023-11-13 11:01:05",0.12785,1,deryaumutkulal
833,11094271,王旭,"2023-11-01 14:19:09",0.12786,13,lihuadis
834,11180748,Elianes,"2023-11-06 15:38:16",0.12787,7,elianes
835,11126654,GasparBurgi,"2023-11-10 00:54:18",0.12787,15,gasparburgi
836,11042428,"Cameron Thieme","2023-11-08 00:17:56",0.12795,1,cameronthieme
837,6630090,SKT1,"2023-11-11 02:36:45",0.12795,19,"bolinli,elonwang111,jjbood"
838,10752889,Andrey_S_V_1977_,"2023-11-16 17:10:30",0.12796,46,andreysel1977
839,10993188,roy_fyq,"2023-10-20 08:54:30",0.12796,5,royfyq
840,11163088,"Tatiana Ryzhova","2023-10-31 15:32:54",0.12800,1,tatianaryzhova
841,11155963,Dabria_111,"2023-11-01 11:11:05",0.12801,2,dabria111
842,9175201,"KESHAV VISHWAKARMA","2023-09-28 04:10:57",0.12804,1,kvx128
843,11140507,"Yegor Vynokurov","2023-11-16 17:53:18",0.12806,11,vynokurovyegor
844,10945606,"Grande Bagheera","2023-10-12 03:57:20",0.12807,5,grandebagheera
845,11095674,Harachi,"2023-10-23 07:19:22",0.12810,2,ffffffffuummmm
846,11152665,leejeongjun20210500,"2023-10-30 03:31:09",0.12810,2,leejeongjun0781
847,11068894,varus1234,"2023-11-07 09:59:49",0.12812,5,varusvarus
848,11156106,"harshit katheria","2023-11-16 12:46:23",0.12813,7,harshitkatheria
849,11015516,"Dmitry Budazhapov","2023-10-16 14:05:25",0.12813,24,dmitrybudazhapov
850,11096005,"r1c0 af0at","2023-10-21 09:51:03",0.12815,14,r1c0af0at
851,11018267,"Syed Arshiya","2023-10-28 03:01:37",0.12816,1,syedarshiya
852,11137401,VictoriaEEscobar,"2023-11-16 20:20:09",0.12818,4,victoriaeescobar
853,11124487,Jaekyun.Kim,"2023-10-25 16:15:50",0.12818,7,jaekyunkim
854,11235911,myz815,"2023-11-14 13:26:34",0.12819,1,myz815
855,11128028,KangSeoyeon,"2023-10-29 15:25:59",0.12819,4,kangeoyeo
856,10778702,cuneyterem8,"2023-11-23 15:46:51",0.12820,1,cuneyterem8
857,11202683,"Nicolas Galas","2023-11-13 16:46:50",0.12820,9,nicolasgalas
858,9427848,"Sebastien Moreau","2023-11-07 09:46:37",0.12821,1,sebastienmoreau
859,11031945,"Morty Huang","2023-10-09 13:37:50",0.12822,9,mortyhuang
860,11101376,1030,"2023-11-01 02:02:46",0.12823,14,gangliu0316
861,11100972,linzixi,"2023-10-20 15:16:23",0.12824,6,linzixi
862,11213681,"Michael Vaden","2023-11-14 19:33:48",0.12827,4,mtvaden
863,11207942,Jun.K_357,"2023-11-14 06:56:21",0.12829,4,junk357
864,11127525,"DoHyeon Jeong","2023-10-29 04:17:16",0.12829,3,iiilliillililli
865,9814802,"Ilsa Dorward","2023-10-17 00:01:11",0.12830,46,ilsadorward
866,10201623,"Sachintha Kaushalya","2023-11-07 01:31:06",0.12831,12,sachinthakaushalya
867,10539471,Nikita.Vet,"2023-11-13 21:04:18",0.12832,1,nikitavet
868,9813676,"Kadir Can ÇELİK","2023-10-02 19:17:44",0.12832,1,kadircancelik
869,10781069,"shoya arita","2023-11-13 05:52:06",0.12833,34,shoyaarita
870,11204278,"Celeste de Valroger","2023-11-13 15:23:43",0.12834,15,celestedevalroger
871,11036157,"Ke Jinxin","2023-10-10 13:06:21",0.12835,7,kejinxin
872,11289122,Pisuthipum,"2023-11-23 09:51:30",0.12836,1,pisuthipum
873,11289237,Chacritsu454,"2023-11-23 09:51:40",0.12836,1,chacritsu454
874,11134217,sunhz,"2023-10-28 05:57:22",0.12840,1,sunhengzhe
875,11286739,"Tudorita Zaharia","2023-11-25 15:08:10",0.12841,24,tudoritazaharia
876,11260545,"David Isaí Barrera Morán","2023-11-18 03:23:44",0.12851,3,davidisabarreramorn
877,11244323,qfwsnqd,"2023-11-15 04:41:57",0.12852,2,qfwsnqd
878,11248311,saljkohdfsjklf,"2023-11-15 11:49:09",0.12852,2,saljkohdfsjklf
879,6768931,yankakit,"2023-10-13 10:00:24",0.12856,1,yankakit
880,11220942,"Ryan Lipps","2023-11-13 18:30:12",0.12857,3,ryanlipps
881,11060479,aimgw1995,"2023-11-23 14:44:30",0.12859,8,aimgw1995
882,11225500,"Pratham Ghosh Roy","2023-11-13 01:06:04",0.12861,1,prathamghoshroy
883,11279727,"Jesus Navarro","2023-11-21 15:33:10",0.12861,1,jd4vid
884,11284878,RandomName12923,"2023-11-22 13:29:36",0.12861,1,randomname12923
885,11291881,"Birutė Paliakaitė","2023-11-23 17:59:24",0.12861,1,birutpaliakait
886,11296188,"Shondita Dey","2023-11-24 16:39:23",0.12861,1,shonditadey
887,11296927,"Zoya Dakhovnyk","2023-11-25 15:20:01",0.12861,1,zoyadakhovnyk
888,11141219,JaeHoonYoon@Kaist,"2023-10-29 13:12:43",0.12862,2,jaehoonyoonkaist
889,11290473,"Huseyin Baytar","2023-11-25 20:08:08",0.12863,2,huseyinbaytar
890,11208315,seozihyeon,"2023-11-08 13:01:14",0.12864,2,seozihyeon
891,11086618,"Deep Learning For New Dads","2023-10-23 16:54:26",0.12865,2,"ethanchao,s26849"
892,11269718,"Shaun Conway","2023-11-21 04:59:15",0.12865,11,shaunconway
893,11213606,brookeryan0223,"2023-11-21 06:11:42",0.12865,59,brookeryan0223
894,7123793,xslyrs,"2023-10-30 18:06:53",0.12866,1,xslyrs
895,11003597,"Celeste Batres","2023-11-25 14:38:54",0.12866,5,"celestebatres,ottocheley"
896,11169961,Squirtle,"2023-11-09 09:34:40",0.12866,10,chrischrisko
897,11202736,Arnaudvb,"2023-11-13 15:45:46",0.12866,10,arnaudvb
898,11029120,Kenteee,"2023-11-23 11:45:44",0.12868,16,kenteee
899,2575682,stpeteishii,"2023-11-06 14:59:10",0.12869,5,stpeteishii
900,5105926,"Yasushi satoh","2023-11-14 05:50:11",0.12870,1,yasushisatoh
901,9292041,"Marcus Presutti","2023-11-22 15:35:32",0.12871,14,marcuspresutti
902,11246279,tsukimi0125,"2023-11-15 03:40:18",0.12872,1,tsukimi0125
903,11030730,"Jochem Doek","2023-10-16 12:32:10",0.12872,29,jochemdoek
904,11076264,chenhaobo,"2023-10-16 09:04:32",0.12873,1,chenhaobo
905,10868609,"Nikhil Raj #3","2023-10-15 04:54:12",0.12873,11,nraj01
906,11207833,gn1m1ew,"2023-11-21 00:16:16",0.12881,17,gn1m1ew
907,11037336,zc_yu2023,"2023-10-09 06:46:33",0.12885,1,zcyu20231
908,11236664,"Tor Magne Solheimsnes","2023-11-15 18:17:00",0.12886,3,tormagnesolheimsnes
909,11114501,LIIMOJ,"2023-10-23 08:25:02",0.12886,5,liimoj
910,11226706,"Happy Friday","2023-11-11 08:51:24",0.12888,2,elsalee1
911,10792029,"Duncan Rollier","2023-10-04 18:28:15",0.12890,2,duncanrollier
912,11211577,"Alejo Galain","2023-11-22 03:58:14",0.12890,8,alejogalain
913,11015885,"Keras Waste","2023-10-05 16:33:17",0.12891,5,keraswaste
914,11053160,AnpAn_Men,"2023-11-23 12:47:51",0.12892,1,anpanmen
915,10878049,"Chris Rochelle","2023-10-11 17:00:08",0.12893,1,chrisrochelle
916,9238470,"Rushil Desai2002","2023-10-20 16:26:47",0.12895,12,rushildesai2002
917,10352585,NicoleZ,"2023-11-05 08:49:48",0.12897,1,newzar
918,11269250,Meaffel,"2023-11-19 20:15:09",0.12899,6,meaffel
919,11220782,"Matthew  Raffel","2023-11-20 01:34:09",0.12899,22,matthewraffel
920,11049074,KSKOverPower,"2023-11-05 17:36:18",0.12899,4,kskoverpower
921,10914925,USC20210651521,"2023-11-23 07:46:19",0.12899,13,usc20210651521
922,11017930,Mehedi_The_Dreamer,"2023-10-07 19:52:25",0.12899,1,mehedithedreamer
923,11053918,"Bevindu - 206026K","2023-10-16 06:31:34",0.12904,8,bevindu206026k
924,11163357,qex8sd,"2023-11-08 22:38:13",0.12906,3,qex8sd
925,10697424,PaulAnthony,"2023-10-06 03:28:12",0.12907,4,paulanthonyb
926,10102737,MichaelKhm,"2023-11-23 07:12:24",0.12909,6,michaelkhm
927,11191131,"Mayar Abd El-Hamid","2023-11-10 06:47:29",0.12916,18,mayarabdelhamid1
928,2526658,"Andreina Torres","2023-11-05 05:04:01",0.12917,7,tandreina24
929,10749072,"Muhammad Aditya Rahmansyah Baskoro","2023-11-08 04:09:55",0.12920,2,adityrwp
930,11259752,"Gasset Mathieu","2023-11-18 20:06:09",0.12920,10,gassetmathieu
931,11079276,SAMSUNG_Yue_Yasmin_Casto,"2023-10-19 06:36:07",0.12921,14,"cristinacasto,samsungyfboubel,zyeva721"
932,10800359,"Seiberg Witten","2023-10-16 05:08:57",0.12922,4,seibergwitten
933,11288368,HeYihao1,"2023-11-24 05:17:33",0.12923,1,heyihao1
934,11145723,lihao612,"2023-10-28 13:07:20",0.12925,1,lihao612
935,8136894,"Bakos Bence","2023-10-08 13:49:25",0.12925,3,bakosbence237
936,11100389,"Price Pioneers T17","2023-11-24 02:54:14",0.12926,37,"anishsharadsohoni,britneys12,ujgeraabhikanth"
937,8252623,ShkPng,"2023-11-19 08:54:08",0.12928,3,shkpng
938,11008289,"nagoya B","2023-10-30 14:36:39",0.12932,1,nagoyab
939,8391288,"Super Ahmed 91","2023-10-11 17:29:56",0.12933,1,superahmed91
940,10927168,"S Hayes","2023-11-14 14:58:57",0.12935,6,shayes
941,11237995,IN355A,"2023-11-13 20:43:41",0.12935,5,in355a
942,10678413,"Pedro H. Moreira","2023-10-10 14:53:33",0.12939,2,peedrocamoreira
943,11215489,PolyMiner,"2023-11-11 08:16:19",0.12940,3,"chriskoon,scjohnwoo,theolaukl"
944,11109254,Zengjiexiang,"2023-10-23 09:36:18",0.12940,2,zengjiexiang
945,10984460,H3ste1,"2023-09-30 13:27:03",0.12941,8,h3ste1
946,10716338,"Zheyuan Li","2023-10-06 12:10:28",0.12943,4,zheyuanli1234
947,11062387,SITCEG04,"2023-11-15 15:03:09",0.12946,45,"fengxinfx,icars98,jyongjed00,liutianyi0527,ngkahwai"
948,9443953,"Dai Honda","2023-11-23 09:51:28",0.12952,3,"daihonda,kittituchputtarasu,pawito236"
949,11206855,"johnny falkon","2023-11-07 21:03:58",0.12952,2,johnnyfalkon
950,10924988,USC20214490101,"2023-11-13 06:59:35",0.12955,6,usc20214490101
951,11238395,mmham23,"2023-11-15 03:49:56",0.12955,1,mmham23
952,9949312,kiddy123,"2023-10-14 06:01:01",0.12956,16,kiddy123
953,11204487,AIRE_Shi,"2023-11-08 03:35:03",0.12960,4,aireshixc
954,10820306,Rassam,"2023-10-31 07:55:34",0.12964,2,amirasadisamani
955,5829995,"Ted Arnold","2023-11-22 14:27:01",0.12967,25,tedarnold
956,11056898,Team_SDM,"2023-11-20 17:30:07",0.12967,9,"dilipkumarbasa,muzafferpasha,sainathvittald"
957,10986379,"Zach Chong","2023-10-06 06:11:05",0.12968,2,zachchong
958,8926436,"Suli ","2023-11-09 03:33:26",0.12968,3,couldntpickaname
959,10953528,"Ayoub Elazzab","2023-09-27 12:26:55",0.12970,5,ayoubelazzab
960,11078635,YANYU122500,"2023-11-10 07:15:54",0.12970,2,yanyu122500
961,11269953,MSSiripalli,"2023-11-21 07:50:50",0.12970,11,mssiripalli
962,10996465,"Agustín Costa","2023-10-13 13:47:32",0.12972,9,agustncosta
963,10942461,Marshmallow,"2023-10-06 10:33:53",0.12976,5,"aqaest,guoguolovelearning,tjuroll,ziyangcheng"
964,11146407,ryusubin2023,"2023-10-28 18:47:36",0.12981,2,ryusubin2023
965,11096124,broweave,"2023-10-22 00:26:16",0.12984,2,broweave
966,9984276,"Benson Wamae","2023-11-21 13:09:34",0.12985,42,bensonwamae
967,11263740,lsakjxghv,"2023-11-18 11:29:44",0.12986,3,lsakjxghv
968,9549674,yunsuxiaozi,"2023-11-02 11:23:09",0.12989,1,yunsuxiaozi
969,11148201,CodingVegebirds,"2023-11-21 12:34:57",0.12990,13,codingvegebirds
970,6786087,Sujeong,"2023-10-07 13:52:11",0.12993,1,sujeongstat
971,11146147,"Kristofer Holmquist","2023-10-31 00:41:21",0.12994,15,kristoferholmquist
972,11202829,maxmxmk,"2023-11-13 15:52:54",0.12994,10,maxmxmk
973,11043195,"shh Wei","2023-10-10 03:27:03",0.12995,1,shhwei
974,11289118,nanashi007,"2023-11-23 09:53:18",0.12997,1,nanashi007
975,11202804,Mamggr,"2023-11-13 16:07:38",0.13002,3,mamggr
976,11129069,luoZiQ,"2023-10-25 09:34:36",0.13003,1,luoziq
977,11258800,"Arya Faramarzi","2023-11-19 08:09:56",0.13003,17,aryafaramarzi
978,11189813,"Jiayi Li0012","2023-11-05 06:15:26",0.13003,1,jiayili0012
979,10785336,FDstarrysky,"2023-10-05 13:23:38",0.13005,6,fdlifeng
980,11062648,"Akash Pugal","2023-11-16 15:37:27",0.13006,8,akashpugal
981,10795413,"ayoub chnaida","2023-10-25 15:15:18",0.13008,1,ayoubchnaida
982,11094512,chelly_w,"2023-10-19 02:15:28",0.13008,1,chellyw
983,11230088,"Cheng Cheng #4","2023-11-17 12:18:30",0.13008,1,ccakelly1989
984,11065957,"Ritesh Gole","2023-10-13 21:07:57",0.13013,1,riteshgole
985,10403478,Nico404,"2023-11-07 10:07:00",0.13013,2,nico404
986,10086205,GVP_TNS,"2023-10-21 16:09:09",0.13014,1,"badugusumanth,chodenithin,subashch,thirumalaraom"
987,10717111,ducle19,"2023-11-04 09:26:24",0.13017,1,ducle19
988,11032440,ygtreceee,"2023-10-08 10:22:10",0.13018,2,ygtreceee
989,11196725,Sloweat,"2023-11-24 15:33:03",0.13018,10,sloweat
990,11300713,abcdfj34,"2023-11-26 02:08:30",0.13020,19,abcdfj34
991,4596363,"Nanfei Sun","2023-11-09 21:36:32",0.13023,3,nanfeigmail
992,11061221,"kim yoo jun","2023-10-13 06:54:23",0.13024,2,kimyoojun
993,10970237,zhyINTP,"2023-10-11 14:44:20",0.13029,1,zhyintp
994,10952320,"Taichi Uemura","2023-11-14 08:05:50",0.13029,6,taichiuemura
995,10987581,"Baptiste Monpezat #2","2023-10-09 20:05:39",0.13030,14,baptistemonpezat
